,GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN,PERSON1TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ID,PLAYER1_TEAM_CITY,PLAYER1_TEAM_NICKNAME,PLAYER1_TEAM_ABBREVIATION,PERSON2TYPE,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ID,PLAYER2_TEAM_CITY,PLAYER2_TEAM_NICKNAME,PLAYER2_TEAM_ABBREVIATION,PERSON3TYPE,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ID,PLAYER3_TEAM_CITY,PLAYER3_TEAM_NICKNAME,PLAYER3_TEAM_ABBREVIATION,VIDEO_AVAILABLE_FLAG
0,0041200123,0,12,0,1,7:09 PM,12:00,,Start of 1st Period (7:09 PM EST),,,,0.0,0,,,,,,0,0,,,,,,0,0,,,,,,0
1,0041200123,1,10,0,1,7:10 PM,12:00,Jump Ball Petro vs. Hibbert: Tip to Hill,,,,,4.0,101130,Johan Petro,1610612737.0,Atlanta,Hawks,ATL,5,201579,Roy Hibbert,1610612754.0,Indiana,Pacers,IND,5,201588,George Hill,1610612754.0,Indiana,Pacers,IND,0
2,0041200123,2,1,77,1,7:10 PM,11:46,,,West 3' Driving Jump Shot (2 PTS),2 - 0,-2,5.0,2561,David West,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,0,0,,,,,,0
3,0041200123,3,2,3,1,7:11 PM,11:24,MISS Smith 6' Hook Shot,,,,,4.0,2746,Josh Smith,1610612737.0,Atlanta,Hawks,ATL,0,0,,,,,,0,0,,,,,,0
4,0041200123,4,4,0,1,7:11 PM,11:21,,,Hibbert REBOUND (Off:0 Def:1),,,5.0,201579,Roy Hibbert,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,0,0,,,,,,0
5,0041200123,5,2,1,1,7:11 PM,11:15,,,MISS George 20' Jump Shot,,,5.0,202331,Paul George,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,0,0,,,,,,0
6,0041200123,6,4,0,1,7:11 PM,11:14,Petro REBOUND (Off:0 Def:1),,,,,4.0,101130,Johan Petro,1610612737.0,Atlanta,Hawks,ATL,0,0,,,,,,0,0,,,,,,0
7,0041200123,7,6,2,1,7:11 PM,11:12,,,Stephenson S.FOUL (P1.T1),,,5.0,202362,Lance Stephenson,1610612754.0,Indiana,Pacers,IND,4,2734,Devin Harris,1610612737.0,Atlanta,Hawks,ATL,1,0,,,,,,0
8,0041200123,8,3,11,1,7:11 PM,11:12,MISS Harris Free Throw 1 of 2,,,,,4.0,2734,Devin Harris,1610612737.0,Atlanta,Hawks,ATL,0,0,,,,,,0,0,,,,,,0
9,0041200123,9,4,1,1,7:11 PM,11:12,HAWKS Rebound,,,,,2.0,1610612737,,,,,,0,0,,,,,,0,0,,,,,,0
10,0041200123,10,3,12,1,7:11 PM,11:12,Harris Free Throw 2 of 2 (1 PTS),,,2 - 1,-1,4.0,2734,Devin Harris,1610612737.0,Atlanta,Hawks,ATL,0,0,,,,,,0,0,,,,,,0
11,0041200123,12,5,1,1,7:12 PM,10:56,Harris STEAL (1 STL),,Hill Bad Pass Turnover (P1.T1),,,5.0,201588,George Hill,1610612754.0,Indiana,Pacers,IND,4,2734,Devin Harris,1610612737.0,Atlanta,Hawks,ATL,0,0,,,,,,0
12,0041200123,13,5,39,1,7:12 PM,10:51,Harris Step Out of Bounds Turnover (P1.T1),,,,,4.0,2734,Devin Harris,1610612737.0,Atlanta,Hawks,ATL,0,0,,,,,,0,0,,,,,,0
13,0041200123,15,1,77,1,7:12 PM,10:32,,,George 8' Driving Jump Shot (2 PTS),4 - 1,-3,5.0,202331,Paul George,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,0,0,,,,,,0
14,0041200123,16,2,42,1,7:13 PM,10:17,MISS Horford 2' Driving Layup,,Hibbert BLOCK (1 BLK),,,4.0,201143,Al Horford,1610612737.0,Atlanta,Hawks,ATL,0,0,,,,,,5,201579,Roy Hibbert,1610612754.0,Indiana,Pacers,IND,0
15,0041200123,17,4,0,1,7:13 PM,10:15,,,Hill REBOUND (Off:0 Def:1),,,5.0,201588,George Hill,1610612754.0,Indiana,Pacers,IND,0,0,,,,,,0,0,,,,,,0
